CustomerID,Recency,RecencyCluster,Frequency,FrequencyCluster,TotalRevenue,MeanRevenue,TotalRevenueCluster,OverallScore,Segment_High-Value,Segment_Mid-Value,Segment_low_value
18219.0,49,3,171,0,2854.75,16.694444444444443,0,3,False,True,False
12747.0,9,3,232,0,7737.98,33.35336206896552,0,3,False,True,False
17988.0,17,3,112,0,424.46999999999997,3.789910714285714,0,3,False,True,False
12600.0,12,3,125,0,4293.31,34.34648,0,3,False,True,False
14512.0,87,3,80,0,1223.47,15.293375000000001,0,3,False,True,False
16353.0,3,3,149,0,6636.13,44.53778523489933,0,3,False,True,False
16018.0,80,3,43,0,451.13,10.491395348837209,0,3,False,True,False
12424.0,62,3,97,0,3289.78,33.91525773195877,0,3,False,True,False
17457.0,26,3,72,0,5799.01,80.54180555555556,0,3,False,True,False
15694.0,76,3,125,0,7392.84,59.142720000000004,0,3,False,True,False
16717.0,44,3,270,0,3608.19,13.363666666666667,0,3,False,True,False
14209.0,21,3,231,0,4740.27,20.520649350649354,0,3,False,True,False
14013.0,10,3,72,0,1006.22,13.975277777777778,0,3,False,True,False
15369.0,44,3,104,0,1713.39,16.474903846153847,0,3,False,True,False
12358.0,50,3,70,0,3203.87,45.769571428571425,0,3,False,True,False
14215.0,86,3,147,0,2713.08,18.456326530612245,0,3,False,True,False
15971.0,8,3,30,0,2840.03,94.66766666666668,0,3,False,True,False
17854.0,85,3,120,0,1071.45,8.92875,0,3,False,True,False
17268.0,7,3,30,0,1733.8899999999999,57.79633333333333,0,3,False,True,False
13643.0,85,3,85,0,1680.63,19.772117647058824,0,3,False,True,False
17213.0,41,3,240,0,4077.71,16.990458333333333,0,3,False,True,False
18203.0,57,3,60,0,504.42,8.407,0,3,False,True,False
13410.0,87,3,39,0,1722.79,44.17410256410256,0,3,False,True,False
14285.0,76,3,36,0,1254.53,34.848055555555554,0,3,False,True,False
16892.0,83,3,61,0,323.59,5.304754098360656,0,3,False,True,False
16523.0,15,3,242,0,7178.32,29.662479338842974,0,3,False,True,False
16805.0,73,3,251,0,1097.24,4.3714741035856575,0,3,False,True,False
13576.0,7,3,229,0,9316.02,40.68131004366813,0,3,False,True,False
13414.0,33,3,57,0,2482.24,43.548070175438596,0,3,False,True,False
18252.0,71,3,44,0,1008.82,22.927727272727275,0,3,False,True,False
13136.0,33,3,277,0,4720.85,17.042779783393502,0,3,False,True,False
17531.0,20,3,65,0,1191.22,18.32646153846154,0,3,False,True,False
15203.0,5,3,306,0,3900.7,12.747385620915033,0,3,False,True,False
17612.0,12,3,317,0,4465.97,14.088233438485805,0,3,False,True,False
14907.0,47,3,231,0,4546.41,19.681428571428572,0,3,False,True,False
13107.0,75,3,167,0,4513.22,27.025269461077844,0,3,False,True,False
15181.0,75,3,18,0,693.9699999999999,38.553888888888885,0,3,False,True,False
14267.0,50,3,68,0,1259.19,18.517500000000002,0,3,False,True,False
17188.0,64,3,154,0,3702.69,24.043441558441558,0,3,False,True,False
12712.0,6,3,274,0,6521.610000000001,23.801496350364964,0,3,False,True,False
14732.0,6,3,230,0,4369.58,18.998173913043477,0,3,False,True,False
17929.0,12,3,14,0,2946.1,210.43571428571428,0,3,False,True,False
16912.0,34,3,138,0,3429.1,24.84855072463768,0,3,False,True,False
17631.0,37,3,59,0,886.66,15.02813559322034,0,3,False,True,False
14107.0,76,3,206,0,3987.31,19.355873786407766,0,3,False,True,False
12917.0,28,3,53,0,4329.5,81.68867924528301,0,3,False,True,False
13426.0,82,3,269,0,6084.74,22.61985130111524,0,3,False,True,False
17043.0,78,3,130,0,1206.34,9.279538461538461,0,3,False,True,False
18065.0,83,3,260,0,4856.2,18.677692307692308,0,3,False,True,False
13728.0,7,3,151,0,2636.05,17.45728476821192,0,3,False,True,False
15841.0,90,3,71,0,2110.7,29.728169014084504,0,3,False,True,False
15465.0,38,3,247,0,10952.109999999999,44.34052631578947,0,3,False,True,False
17603.0,44,3,104,0,-270.96,-2.605384615384615,0,3,False,True,False
16143.0,8,3,221,0,4391.3,19.870135746606337,0,3,False,True,False
14293.0,47,3,114,0,2867.1800000000003,25.150701754385967,0,3,False,True,False
17388.0,31,3,55,0,2385.04,43.364363636363635,0,3,False,True,False
15854.0,40,3,215,0,5002.85,23.269069767441863,0,3,False,True,False
17027.0,79,3,163,0,1051.0,6.447852760736196,0,3,False,True,False
15912.0,78,3,95,0,1074.7,11.31263157894737,0,3,False,True,False
12989.0,57,3,65,0,10455.13,160.84815384615382,0,3,False,True,False
16985.0,57,3,205,0,8660.18,42.24478048780488,0,3,False,True,False
15157.0,23,3,124,0,2156.84,17.393870967741936,0,3,False,True,False
15623.0,41,3,108,0,2437.05,22.56527777777778,0,3,False,True,False
13831.0,38,3,181,0,6261.58,34.594364640883974,0,3,False,True,False
14626.0,22,3,182,0,4171.49,22.920274725274723,0,3,False,True,False
15916.0,91,3,254,0,2616.66,10.301811023622047,0,3,False,True,False
12933.0,71,3,243,0,1377.24,5.667654320987654,0,3,False,True,False
14507.0,1,3,262,0,2714.0,10.358778625954198,0,3,False,True,False
17351.0,68,3,61,0,1828.38,29.97344262295082,0,3,False,True,False
16450.0,49,3,44,0,1475.73,33.53931818181818,0,3,False,True,False
14389.0,51,3,84,0,1114.15,13.263690476190478,0,3,False,True,False
17512.0,21,3,169,0,4399.18,26.030650887573966,0,3,False,True,False
18268.0,33,3,71,0,1451.22,20.439718309859156,0,3,False,True,False
14191.0,8,3,125,0,2286.91,18.295279999999998,0,3,False,True,False
14643.0,70,3,65,0,1654.69,25.456769230769233,0,3,False,True,False
14577.0,63,3,152,0,1161.18,7.639342105263158,0,3,False,True,False
17409.0,84,3,104,0,7793.51,74.93759615384616,0,3,False,True,False
16365.0,23,3,116,0,2618.94,22.577068965517242,0,3,False,True,False
13953.0,15,3,17,0,5729.36,337.0211764705882,0,3,False,True,False
17083.0,9,3,117,0,4035.08,34.487863247863245,0,3,False,True,False
16952.0,9,3,88,0,798.78,9.077045454545454,0,3,False,True,False
18094.0,36,3,117,0,5707.62,48.78307692307692,0,3,False,True,False
14625.0,85,3,277,0,4391.53,15.853898916967507,0,3,False,True,False
14790.0,19,3,127,0,2145.6,16.89448818897638,0,3,False,True,False
17958.0,16,3,36,0,973.88,27.052222222222223,0,3,False,True,False
17754.0,42,3,181,0,3312.19,18.29939226519337,0,3,False,True,False
12664.0,43,3,26,0,3145.64,120.98615384615384,0,3,False,True,False
15144.0,13,3,230,0,8395.01,36.50004347826087,0,3,False,True,False
12843.0,59,3,229,0,6335.66,27.66663755458515,0,3,False,True,False
17211.0,80,3,310,0,3149.77,10.160548387096775,0,3,False,True,False
15850.0,68,3,284,0,938.75,3.305457746478873,0,3,False,True,False
15628.0,22,3,246,0,4046.67,16.449878048780487,0,3,False,True,False
17819.0,82,3,100,0,6332.32,63.3232,0,3,False,True,False
14466.0,15,3,192,0,3954.95,20.598697916666666,0,3,False,True,False
16551.0,30,3,78,0,1932.17,24.771410256410256,0,3,False,True,False
15577.0,51,3,60,0,397.98,6.633,0,3,False,True,False
13462.0,82,3,72,0,1145.6,15.91111111111111,0,3,False,True,False
14032.0,68,3,206,0,3661.7,17.775242718446602,0,3,False,True,False
15329.0,34,3,161,0,2473.78,15.365093167701865,0,3,False,True,False
15920.0,54,3,108,0,571.64,5.292962962962963,0,3,False,True,False
12613.0,97,3,258,0,4835.06,18.740542635658915,0,3,False,True,False
14401.0,7,3,208,0,5429.72,26.104423076923077,0,3,False,True,False
16206.0,24,3,237,0,2470.17,10.422658227848101,0,3,False,True,False
13510.0,55,3,225,0,3282.15,14.587333333333333,0,3,False,True,False
17866.0,42,3,27,0,1131.0,41.888888888888886,0,3,False,True,False
13577.0,48,3,135,0,2510.42,18.595703703703705,0,3,False,True,False
13000.0,6,3,65,0,965.0,14.846153846153847,0,3,False,True,False
16098.0,28,3,150,0,4154.96,27.699733333333334,0,3,False,True,False
15812.0,7,3,126,0,5186.17,41.16007936507937,0,3,False,True,False
17797.0,82,3,208,0,1477.85,7.105048076923077,0,3,False,True,False
13756.0,29,3,284,0,6560.42,23.10007042253521,0,3,False,True,False
16308.0,7,3,6,0,4160.0,693.3333333333334,0,3,False,True,False
15785.0,57,3,214,0,5175.63,24.18518691588785,0,3,False,True,False
15527.0,44,3,273,0,4006.9,14.677289377289378,0,3,False,True,False
17368.0,73,3,213,0,1915.44,8.992676056338029,0,3,False,True,False
18177.0,57,3,87,0,1886.02,21.6783908045977,0,3,False,True,False
14460.0,10,3,48,0,919.6,19.158333333333335,0,3,False,True,False
15312.0,3,3,156,0,2786.44,17.86179487179487,0,3,False,True,False
15713.0,43,3,63,0,985.99,15.650634920634921,0,3,False,True,False
14869.0,3,3,237,0,2446.16,10.321350210970463,0,3,False,True,False
13769.0,13,3,246,0,4702.05,19.1140243902439,0,3,False,True,False
15184.0,90,3,42,0,518.42,12.343333333333332,0,3,False,True,False
17469.0,8,3,242,0,4137.64,17.097685950413226,0,3,False,True,False
14055.0,6,3,33,0,1520.96,46.08969696969697,0,3,False,True,False
17873.0,84,3,181,0,5957.52,32.91447513812155,0,3,False,True,False
18144.0,9,3,77,0,4334.8,56.2961038961039,0,3,False,True,False
13941.0,43,3,91,0,8564.45,94.11483516483517,0,3,False,True,False
14092.0,31,3,301,0,5574.79,18.520897009966777,0,3,False,True,False
17402.0,1,3,195,0,4145.679999999999,21.259897435897432,0,3,False,True,False
13225.0,43,3,116,0,13714.99,118.2326724137931,0,3,False,True,False
15863.0,92,3,63,0,299.06,4.746984126984127,0,3,False,True,False
13875.0,33,3,247,0,4452.38,18.02582995951417,0,3,False,True,False
12557.0,58,3,54,0,15726.14,291.2248148148148,0,3,False,True,False
13266.0,6,3,251,0,4708.72,18.7598406374502,0,3,False,True,False
18097.0,0,3,137,0,3965.77,28.947226277372263,0,3,False,True,False
13520.0,28,3,191,0,6004.28,31.436020942408376,0,3,False,True,False
13427.0,20,3,46,0,888.79,19.321521739130436,0,3,False,True,False
13203.0,20,3,133,0,2070.95,15.571052631578945,0,3,False,True,False
15270.0,7,3,191,0,6664.79,34.89418848167539,0,3,False,True,False
14112.0,13,3,305,0,4560.26,14.951672131147541,0,3,False,True,False
12708.0,1,3,294,0,4448.72,15.13170068027211,0,3,False,True,False
12826.0,68,3,136,0,2272.59,16.710220588235295,0,3,False,True,False
14083.0,26,3,176,0,937.75,5.328125,0,3,False,True,False
18036.0,5,3,296,0,1412.56,4.772162162162162,0,3,False,True,False
12455.0,27,3,208,0,5589.45,26.87235576923077,0,3,False,True,False
13995.0,15,3,206,0,3314.4700000000003,16.08966019417476,0,3,False,True,False
12422.0,68,3,168,0,3971.65,23.64077380952381,0,3,False,True,False
13871.0,12,3,284,0,5489.39,19.328838028169017,0,3,False,True,False
12609.0,86,3,159,0,3091.7400000000002,19.44490566037736,0,3,False,True,False
14404.0,8,3,200,0,2673.31,13.36655,0,3,False,True,False
14819.0,92,3,47,0,282.81,6.017234042553191,0,3,False,True,False
17888.0,61,3,175,0,971.9,5.553714285714285,0,3,False,True,False
15810.0,29,3,169,0,2938.48,17.387455621301775,0,3,False,True,False
18190.0,92,3,43,0,735.6700000000001,17.108604651162793,0,3,False,True,False
13082.0,26,3,134,0,7268.92,54.24567164179105,0,3,False,True,False
14477.0,84,3,9,0,1175.8,130.64444444444445,0,3,False,True,False
13821.0,44,3,210,0,1387.03,6.604904761904762,0,3,False,True,False
16875.0,40,3,196,0,3108.68,15.860612244897958,0,3,False,True,False
13901.0,7,3,303,0,5384.42,17.770363036303632,0,3,False,True,False
14198.0,45,3,76,0,1211.13,15.93592105263158,0,3,False,True,False
18171.0,58,3,77,0,1867.6200000000001,24.254805194805197,0,3,False,True,False
13253.0,56,3,75,0,2951.11,39.34813333333334,0,3,False,True,False
13338.0,54,3,146,0,2223.62,15.230273972602738,0,3,False,True,False
17941.0,30,3,7,0,1433.28,204.75428571428571,0,3,False,True,False
14541.0,68,3,178,0,2353.68,13.222921348314605,0,3,False,True,False
16641.0,5,3,36,0,554.5,15.402777777777779,0,3,False,True,False
15152.0,13,3,169,0,2835.4900000000002,16.778047337278107,0,3,False,True,False
12648.0,54,3,66,0,1097.0,16.62121212121212,0,3,False,True,False
14045.0,9,3,43,0,9660.63,224.66581395348837,0,3,False,True,False
15827.0,14,3,251,0,3193.03,12.721235059760957,0,3,False,True,False
13854.0,6,3,161,0,10193.85,63.31583850931677,0,3,False,True,False
16103.0,57,3,196,0,5729.52,29.232244897959188,0,3,False,True,False
16027.0,37,3,37,0,1641.44,44.36324324324325,0,3,False,True,False
14327.0,63,3,106,0,1894.93,17.87669811320755,0,3,False,True,False
18170.0,12,3,118,0,2553.2000000000003,21.637288135593224,0,3,False,True,False
17323.0,24,3,261,0,1176.72,4.508505747126437,0,3,False,True,False
12951.0,63,3,183,0,2852.13,15.585409836065574,0,3,False,True,False
18242.0,96,3,88,0,2066.8,23.486363636363638,0,3,False,True,False
13709.0,0,3,247,0,4143.57,16.77558704453441,0,3,False,True,False
12875.0,43,3,8,0,1356.99,169.62375,0,3,False,True,False
15549.0,57,3,152,0,2246.88,14.782105263157895,0,3,False,True,False
14984.0,80,3,32,0,1168.32,36.51,0,3,False,True,False
12406.0,22,3,114,0,4278.16,37.527719298245614,0,3,False,True,False
15186.0,68,3,43,0,1221.05,28.396511627906975,0,3,False,True,False
16841.0,7,3,204,0,3532.4,17.315686274509805,0,3,False,True,False
14241.0,83,3,12,0,333.70000000000005,27.808333333333337,0,3,False,True,False
12649.0,7,3,124,0,2238.7,18.054032258064513,0,3,False,True,False
17962.0,42,3,202,0,673.02,3.331782178217822,0,3,False,True,False
13929.0,69,3,60,0,3318.1,55.30166666666666,0,3,False,True,False
12644.0,29,3,123,0,1815.54,14.760487804878048,0,3,False,True,False
13562.0,41,3,167,0,4248.58,25.440598802395208,0,3,False,True,False
17227.0,72,3,100,0,1556.46,15.5646,0,3,False,True,False
17454.0,92,3,127,0,1532.64,12.068031496062993,0,3,False,True,False
16434.0,92,3,120,0,1929.01,16.075083333333332,0,3,False,True,False
17591.0,22,3,260,0,2402.92,9.242,0,3,False,True,False
12877.0,24,3,196,0,2478.63,12.64607142857143,0,3,False,True,False
15747.0,20,3,173,0,2136.09,12.347341040462428,0,3,False,True,False
15795.0,49,3,131,0,1979.8700000000001,15.11351145038168,0,3,False,True,False
17966.0,51,3,107,0,1470.42,13.742242990654207,0,3,False,True,False
17048.0,15,3,107,0,1991.45,18.611682242990653,0,3,False,True,False
16954.0,24,3,193,0,5197.63,26.930725388601036,0,3,False,True,False
16287.0,69,3,42,0,1006.98,23.975714285714286,0,3,False,True,False
15198.0,24,3,27,0,473.45,17.535185185185185,0,3,False,True,False
12468.0,43,3,163,0,3624.55,22.236503067484662,0,3,False,True,False
12589.0,44,3,187,0,2578.99,13.79139037433155,0,3,False,True,False
13397.0,10,3,84,0,2778.17,33.07345238095238,0,3,False,True,False
12987.0,91,3,54,0,1044.1100000000001,19.335370370370374,0,3,False,True,False
13982.0,63,3,227,0,3777.12,16.63929515418502,0,3,False,True,False
15095.0,3,3,126,0,3135.74,24.886825396825394,0,3,False,True,False
14064.0,12,3,229,0,2793.59,12.199082969432315,0,3,False,True,False
17320.0,0,3,174,0,2895.77,16.64235632183908,0,3,False,True,False
14854.0,33,3,205,0,3843.97,18.751073170731708,0,3,False,True,False
14640.0,27,3,187,0,2906.29,15.541657754010695,0,3,False,True,False
14837.0,5,3,193,0,3150.18,16.322176165803107,0,3,False,True,False
17242.0,8,3,84,0,2889.28,34.396190476190476,0,3,False,True,False
16950.0,24,3,138,0,3325.04,24.09449275362319,0,3,False,True,False
12916.0,38,3,186,0,4630.22,24.893655913978495,0,3,False,True,False
17071.0,34,3,166,0,2736.69,16.486084337349396,0,3,False,True,False
13209.0,7,3,291,0,6702.53,23.03274914089347,0,3,False,True,False
15434.0,7,3,116,0,2062.9100000000003,17.783706896551728,0,3,False,True,False
15483.0,61,3,290,0,862.2,2.9731034482758623,0,3,False,True,False
17584.0,27,3,105,0,4816.57,45.872095238095234,0,3,False,True,False
13477.0,38,3,130,0,2266.09,17.43146153846154,0,3,False,True,False
17419.0,43,3,244,0,4923.2,20.177049180327867,0,3,False,True,False
15611.0,3,3,80,0,2221.2200000000003,27.76525,0,3,False,True,False
13971.0,6,3,223,0,3829.77,17.173856502242153,0,3,False,True,False
17353.0,29,3,17,0,3155.55,185.62058823529412,0,3,False,True,False
17536.0,77,3,16,0,364.83,22.801875,0,3,False,True,False
15845.0,34,3,140,0,3088.64,22.061714285714285,0,3,False,True,False
14079.0,24,3,13,0,618.73,47.59461538461539,0,3,False,True,False
15073.0,85,3,171,0,2175.59,12.722748538011697,0,3,False,True,False
15389.0,72,3,6,0,2733.8,455.6333333333334,0,3,False,True,False
13048.0,12,3,243,0,3574.3,14.709053497942387,0,3,False,True,False
15797.0,13,3,12,0,2821.08,235.09,0,3,False,True,False
16320.0,72,3,243,0,4428.849999999999,18.22572016460905,0,3,False,True,False
18016.0,86,3,105,0,965.66,9.196761904761905,0,3,False,True,False
14167.0,65,3,110,0,1123.75,10.215909090909092,0,3,False,True,False
17695.0,31,3,62,0,1720.54,27.750645161290322,0,3,False,True,False
16326.0,17,3,293,0,2845.95,9.713139931740614,0,3,False,True,False
17905.0,56,3,171,0,2192.97,12.82438596491228,0,3,False,True,False
15192.0,19,3,106,0,1981.39,18.69235849056604,0,3,False,True,False
13851.0,28,3,129,0,3218.58,24.950232558139533,0,3,False,True,False
12823.0,27,3,17,0,5966.0,350.94117647058823,0,3,False,True,False
13583.0,55,3,96,0,1445.031,15.052406249999999,0,3,False,True,False
15182.0,54,3,128,0,2942.752,22.99025,0,3,False,True,False
14481.0,64,3,153,0,1935.32,12.649150326797384,0,3,False,True,False
16014.0,52,3,283,0,997.82,3.525865724381626,0,3,False,True,False
14820.0,73,3,43,0,907.24,21.09860465116279,0,3,False,True,False
