,Customer ID,Recency,RecencyCluster,Frequency,FrequencyCluster,TotalRevenue,MeanRevenue,TotalRevenueCluster,OverallScore,Segment_High-Value,Segment_Mid-Value,Segment_low_value
108,13092.0,19,3,84,0,1604.05,19.09583333333333,0,3,0,1,0
109,15244.0,56,3,15,0,297.94,19.862666666666666,0,3,0,1,0
110,12695.0,18,3,20,0,420.61,21.0305,0,3,0,1,0
111,17029.0,44,3,26,0,1508.3,58.01153846153846,0,3,0,1,0
112,15561.0,23,3,41,0,1063.28,25.933658536585366,0,3,0,1,0
113,16359.0,22,3,100,0,1495.06,14.9506,0,3,0,1,0
114,16584.0,54,3,59,0,1829.6100000000001,31.01033898305085,0,3,0,1,0
115,17560.0,11,3,40,0,1303.7,32.5925,0,3,0,1,0
116,14584.0,4,3,132,0,985.82,7.468333333333334,0,3,0,1,0
117,12993.0,15,3,57,0,782.25,13.723684210526315,0,3,0,1,0
118,14152.0,39,3,94,0,1367.35,14.54627659574468,0,3,0,1,0
119,12891.0,28,3,10,0,713.5,71.35,0,3,0,1,0
120,13662.0,15,3,106,0,1525.74,14.393773584905661,0,3,0,1,0
121,15754.0,54,3,54,0,1217.64,22.54888888888889,0,3,0,1,0
122,14681.0,19,3,14,0,691.7,49.40714285714286,0,3,0,1,0
123,12909.0,4,3,119,0,2122.6,17.836974789915967,0,3,0,1,0
124,14006.0,48,3,43,0,1565.91,36.41651162790698,0,3,0,1,0
125,14740.0,4,3,225,0,3978.61,17.68271111111111,0,3,0,1,0
126,17883.0,53,3,32,0,274.95,8.5921875,0,3,0,1,0
127,16807.0,23,3,113,0,1630.52,14.429380530973452,0,3,0,1,0
128,15606.0,30,3,119,0,4137.18,34.76621848739496,0,3,0,1,0
129,16099.0,33,3,50,0,1154.65,23.093000000000004,0,3,0,1,0
130,13873.0,26,3,52,0,871.82,16.76576923076923,0,3,0,1,0
131,13294.0,57,3,80,0,1299.44,16.243000000000002,0,3,0,1,0
132,13835.0,23,3,39,0,538.7,13.812820512820513,0,3,0,1,0
133,12399.0,21,3,93,0,1622.6000000000001,17.44731182795699,0,3,0,1,0
134,13544.0,48,3,221,0,652.0,2.9502262443438916,0,3,0,1,0
135,17190.0,15,3,177,0,1493.3,8.436723163841808,0,3,0,1,0
136,14233.0,19,3,61,0,2278.55,37.35327868852459,0,3,0,1,0
137,17236.0,49,3,106,0,1576.95,14.876886792452831,0,3,0,1,0
138,17734.0,41,3,52,0,854.67,16.435961538461537,0,3,0,1,0
139,17158.0,40,3,87,0,1393.88,16.0216091954023,0,3,0,1,0
140,15791.0,12,3,158,0,3160.59,20.00373417721519,0,3,0,1,0
141,17002.0,23,3,65,0,2071.34,31.866769230769233,0,3,0,1,0
142,14403.0,24,3,30,0,1322.96,44.09866666666667,0,3,0,1,0
143,16611.0,40,3,101,0,1647.14,16.308316831683168,0,3,0,1,0
144,13824.0,11,3,84,0,2807.4,33.42142857142857,0,3,0,1,0
145,18149.0,23,3,94,0,1562.31,16.62031914893617,0,3,0,1,0
146,15227.0,23,3,105,0,2145.91,20.437238095238094,0,3,0,1,0
147,12701.0,50,3,115,0,1985.78,17.267652173913042,0,3,0,1,0
148,14651.0,18,3,246,0,1795.84,7.300162601626016,0,3,0,1,0
149,16668.0,21,3,41,0,678.28,16.54341463414634,0,3,0,1,0
150,16008.0,12,3,227,0,5044.5,22.222466960352424,0,3,0,1,0
151,14344.0,14,3,217,0,3089.65,14.238018433179723,0,3,0,1,0
152,13900.0,0,3,95,0,1599.59,16.83778947368421,0,3,0,1,0
153,15027.0,5,3,73,0,2562.01,35.09602739726028,0,3,0,1,0
154,13117.0,25,3,172,0,2408.57,14.003313953488373,0,3,0,1,0
155,15289.0,57,3,59,0,1011.0600000000001,17.136610169491526,0,3,0,1,0
156,14078.0,21,3,137,0,1227.24,8.957956204379562,0,3,0,1,0
157,14583.0,13,3,240,0,902.99,3.7624583333333335,0,3,0,1,0
158,17664.0,20,3,60,0,887.78,14.796333333333333,0,3,0,1,0
159,13856.0,11,3,52,0,789.88,15.19,0,3,0,1,0
160,15800.0,54,3,139,0,788.0,5.669064748201439,0,3,0,1,0
161,14692.0,43,3,150,0,1624.34,10.828933333333334,0,3,0,1,0
162,18173.0,7,3,39,0,2318.36,59.445128205128206,0,3,0,1,0
163,16654.0,28,3,79,0,1605.75,20.325949367088608,0,3,0,1,0
164,14264.0,53,3,72,0,1243.09,17.265138888888888,0,3,0,1,0
165,15201.0,7,3,79,0,1188.55,15.044936708860758,0,3,0,1,0
166,14758.0,13,3,122,0,2587.85,21.211885245901637,0,3,0,1,0
167,14450.0,51,3,59,0,914.64,15.502372881355932,0,3,0,1,0
168,15062.0,25,3,147,0,2411.8,16.406802721088436,0,3,0,1,0
169,18246.0,41,3,3,0,395.62,131.87333333333333,0,3,0,1,0
170,12590.0,19,3,70,0,9856.36,140.80514285714287,0,3,0,1,0
171,14853.0,19,3,26,0,1102.82,42.41615384615385,0,3,0,1,0
172,16809.0,16,3,176,0,1153.87,6.556079545454545,0,3,0,1,0
173,14998.0,48,3,94,0,524.5,5.579787234042553,0,3,0,1,0
174,17505.0,13,3,76,0,1776.63,23.37671052631579,0,3,0,1,0
175,18062.0,28,3,50,0,1288.77,25.7754,0,3,0,1,0
176,13308.0,11,3,43,0,1099.81,25.576976744186044,0,3,0,1,0
177,14021.0,19,3,86,0,1586.38,18.446279069767442,0,3,0,1,0
178,13012.0,19,3,104,0,1981.8500000000001,19.056250000000002,0,3,0,1,0
179,13655.0,49,3,88,0,1709.98,19.43159090909091,0,3,0,1,0
180,15402.0,4,3,119,0,1630.86,13.70470588235294,0,3,0,1,0
181,13539.0,47,3,72,0,1215.57,16.882916666666667,0,3,0,1,0
182,12717.0,53,3,47,0,887.6700000000001,18.886595744680854,0,3,0,1,0
183,12863.0,6,3,44,0,2254.35,51.23522727272727,0,3,0,1,0
184,14201.0,15,3,37,0,750.96,20.296216216216216,0,3,0,1,0
185,17926.0,11,3,34,0,849.9300000000001,24.99794117647059,0,3,0,1,0
186,16092.0,5,3,78,0,1329.8600000000001,17.04948717948718,0,3,0,1,0
187,17720.0,33,3,103,0,2051.5,19.91747572815534,0,3,0,1,0
188,12599.0,16,3,100,0,1728.0,17.28,0,3,0,1,0
189,12494.0,4,3,83,0,1288.76,15.52722891566265,0,3,0,1,0
190,15199.0,43,3,44,0,2510.85,57.064772727272725,0,3,0,1,0
191,13892.0,54,3,12,0,689.1999999999999,57.43333333333333,0,3,0,1,0
192,13220.0,27,3,48,0,1076.49,22.426875,0,3,0,1,0
193,13888.0,26,3,164,0,1802.94,10.993536585365854,0,3,0,1,0
194,16906.0,13,3,168,0,1082.67,6.444464285714286,0,3,0,1,0
195,17928.0,53,3,21,0,206.96,9.855238095238096,0,3,0,1,0
196,16915.0,56,3,43,0,1088.29,25.30906976744186,0,3,0,1,0
197,14513.0,14,3,24,0,632.67,26.36125,0,3,0,1,0
198,17898.0,14,3,42,0,246.96,5.88,0,3,0,1,0
199,16121.0,23,3,222,0,877.97,3.95481981981982,0,3,0,1,0
200,16185.0,40,3,28,0,450.31,16.0825,0,3,0,1,0
201,16175.0,12,3,68,0,1265.83,18.615147058823528,0,3,0,1,0
202,13989.0,47,3,68,0,1656.65,24.3625,0,3,0,1,0
203,17179.0,39,3,137,0,1283.78,9.370656934306568,0,3,0,1,0
204,15985.0,44,3,94,0,2472.44,26.302553191489363,0,3,0,1,0
205,15938.0,9,3,34,0,665.53,19.574411764705882,0,3,0,1,0
206,17515.0,14,3,170,0,1549.81,9.116529411764706,0,3,0,1,0
207,16232.0,23,3,89,0,2075.2599999999998,23.317528089887638,0,3,0,1,0
208,17440.0,46,3,5,0,260.61,52.122,0,3,0,1,0
209,17204.0,43,3,175,0,4958.14,28.332228571428573,0,3,0,1,0
210,17869.0,23,3,86,0,918.9399999999999,10.685348837209302,0,3,0,1,0
211,15757.0,25,3,164,0,2487.3,15.166463414634148,0,3,0,1,0
212,13601.0,18,3,138,0,865.02,6.268260869565217,0,3,0,1,0
213,14224.0,23,3,201,0,1343.1,6.682089552238805,0,3,0,1,0
214,16647.0,12,3,28,0,455.59,16.271071428571428,0,3,0,1,0
215,13168.0,7,3,163,0,1519.73,9.323496932515338,0,3,0,1,0
216,17692.0,28,3,157,0,2844.92,18.120509554140128,0,3,0,1,0
217,14338.0,4,3,49,0,919.85,18.772448979591836,0,3,0,1,0
218,16062.0,49,3,147,0,2288.01,15.564693877551022,0,3,0,1,0
219,16503.0,21,3,199,0,3259.35,16.378643216080402,0,3,0,1,0
220,15081.0,12,3,95,0,1691.52,17.805473684210526,0,3,0,1,0
221,15809.0,11,3,50,0,846.98,16.9396,0,3,0,1,0
222,17578.0,25,3,69,0,1022.45,14.818115942028987,0,3,0,1,0
223,13752.0,16,3,75,0,1129.1200000000001,15.054933333333334,0,3,0,1,0
224,15852.0,5,3,32,0,199.76,6.2425,0,3,0,1,0
225,16907.0,42,3,204,0,1310.25,6.422794117647059,0,3,0,1,0
226,12693.0,19,3,75,0,1425.23,19.003066666666665,0,3,0,1,0
227,12592.0,21,3,75,0,946.8199999999999,12.624266666666665,0,3,0,1,0
228,16469.0,54,3,92,0,455.36,4.949565217391305,0,3,0,1,0
229,17783.0,55,3,55,0,208.85,3.7972727272727274,0,3,0,1,0
230,14553.0,26,3,227,0,1269.09,5.590704845814978,0,3,0,1,0
231,16496.0,15,3,114,0,1916.29,16.80956140350877,0,3,0,1,0
232,17470.0,25,3,130,0,2302.91,17.714692307692307,0,3,0,1,0
233,16203.0,35,3,63,0,836.1899999999999,13.272857142857141,0,3,0,1,0
234,14463.0,13,3,4,0,372.87,93.2175,0,3,0,1,0
235,15596.0,6,3,185,0,3006.69,16.252378378378378,0,3,0,1,0
236,16045.0,53,3,130,0,2707.58,20.82753846153846,0,3,0,1,0
237,17109.0,39,3,76,0,875.01,11.51328947368421,0,3,0,1,0
238,14631.0,42,3,76,0,1646.27,21.66144736842105,0,3,0,1,0
239,14794.0,11,3,66,0,1262.68,19.131515151515153,0,3,0,1,0
240,17615.0,11,3,57,0,668.4,11.726315789473684,0,3,0,1,0
241,16043.0,19,3,65,0,1759.0900000000001,27.06292307692308,0,3,0,1,0
242,15855.0,14,3,54,0,682.99,12.647962962962962,0,3,0,1,0
243,14342.0,13,3,23,0,483.78000000000003,21.03391304347826,0,3,0,1,0
244,13548.0,51,3,124,0,507.59,4.093467741935483,0,3,0,1,0
245,17384.0,26,3,8,0,398.8,49.85,0,3,0,1,0
246,12423.0,8,3,131,0,2129.85,16.258396946564886,0,3,0,1,0
247,16832.0,11,3,20,0,355.11,17.7555,0,3,0,1,0
248,13005.0,53,3,52,0,742.98,14.288076923076924,0,3,0,1,0
249,16690.0,9,3,12,0,213.95,17.829166666666666,0,3,0,1,0
250,18136.0,14,3,88,0,1348.23,15.320795454545454,0,3,0,1,0
251,14231.0,39,3,60,0,904.11,15.0685,0,3,0,1,0
252,15535.0,44,3,114,0,860.8100000000001,7.550964912280702,0,3,0,1,0
253,16146.0,11,3,40,0,871.38,21.7845,0,3,0,1,0
254,17765.0,18,3,70,0,421.47,6.021000000000001,0,3,0,1,0
255,15026.0,48,3,105,0,823.39,7.841809523809523,0,3,0,1,0
256,15599.0,12,3,60,0,937.15,15.619166666666667,0,3,0,1,0
257,16998.0,7,3,6,0,386.6,64.43333333333334,0,3,0,1,0
258,16261.0,53,3,100,0,567.58,5.675800000000001,0,3,0,1,0
259,14226.0,6,3,80,0,2444.9900000000002,30.562375000000003,0,3,0,1,0
260,12871.0,15,3,11,0,495.38,45.03454545454545,0,3,0,1,0
261,13118.0,16,3,120,0,1995.39,16.62825,0,3,0,1,0
262,12348.0,56,3,48,0,1709.4,35.612500000000004,0,3,0,1,0
263,17007.0,9,3,42,0,680.4,16.2,0,3,0,1,0
264,13962.0,53,3,19,0,310.85,16.360526315789475,0,3,0,1,0
265,17521.0,7,3,41,0,714.41,17.42463414634146,0,3,0,1,0
266,18270.0,48,3,13,0,229.15,17.626923076923077,0,3,0,1,0
267,16817.0,25,3,124,0,2040.75,16.45766129032258,0,3,0,1,0
268,17375.0,6,3,86,0,660.55,7.6808139534883715,0,3,0,1,0
269,15730.0,12,3,74,0,1054.73,14.253108108108108,0,3,0,1,0
270,17429.0,26,3,74,0,1016.9,13.74189189189189,0,3,0,1,0
271,17045.0,55,3,32,0,528.19,16.5059375,0,3,0,1,0
272,12393.0,53,3,87,0,1855.25,21.32471264367816,0,3,0,1,0
273,15038.0,23,3,235,0,1005.73,4.279702127659575,0,3,0,1,0
274,12356.0,53,3,141,0,6315.33,44.78957446808511,0,3,0,1,0
275,13546.0,8,3,82,0,653.3100000000001,7.96719512195122,0,3,0,1,0
276,14240.0,33,3,29,0,584.0,20.137931034482758,0,3,0,1,0
277,16418.0,33,3,85,0,572.58,6.736235294117647,0,3,0,1,0
278,15304.0,26,3,19,0,601.8,31.673684210526314,0,3,0,1,0
279,18018.0,7,3,21,0,72.0,3.4285714285714284,0,3,0,1,0
280,13692.0,11,3,78,0,2399.71,30.76551282051282,0,3,0,1,0
281,16676.0,12,3,111,0,1834.88,16.530450450450452,0,3,0,1,0
282,12787.0,0,3,33,0,553.62,16.776363636363637,0,3,0,1,0
283,16726.0,4,3,187,0,1501.58,8.029839572192513,0,3,0,1,0
284,15646.0,50,3,79,0,844.51,10.69,0,3,0,1,0
285,12775.0,11,3,53,0,1010.16,19.059622641509435,0,3,0,1,0
286,16188.0,34,3,47,0,661.62,14.077021276595746,0,3,0,1,0
287,17974.0,27,3,245,0,1290.04,5.265469387755102,0,3,0,1,0
288,12601.0,0,3,31,0,605.66,19.537419354838708,0,3,0,1,0
289,12413.0,44,3,43,0,741.3,17.23953488372093,0,3,0,1,0
290,13310.0,7,3,79,0,1195.02,15.126835443037974,0,3,0,1,0
291,15379.0,16,3,238,0,4366.26,18.34563025210084,0,3,0,1,0
292,13258.0,13,3,23,0,561.22,24.40086956521739,0,3,0,1,0
293,14447.0,4,3,75,0,1149.53,15.327066666666667,0,3,0,1,0
294,13846.0,50,3,72,0,1089.21,15.127916666666668,0,3,0,1,0
295,17033.0,21,3,26,0,910.75,35.02884615384615,0,3,0,1,0
296,16899.0,14,3,95,0,787.01,8.284315789473684,0,3,0,1,0
297,13138.0,48,3,63,0,878.95,13.951587301587303,0,3,0,1,0
298,14077.0,33,3,40,0,315.27,7.881749999999999,0,3,0,1,0
299,17423.0,14,3,29,0,852.6800000000001,29.402758620689657,0,3,0,1,0
300,17980.0,12,3,62,0,784.72,12.656774193548388,0,3,0,1,0
301,12868.0,25,3,132,0,1999.0,15.143939393939394,0,3,0,1,0
302,16399.0,43,3,71,0,411.66,5.798028169014085,0,3,0,1,0
303,13549.0,0,3,37,0,598.0699999999999,16.164054054054052,0,3,0,1,0
304,14446.0,54,3,129,0,504.77,3.9129457364341085,0,3,0,1,0
305,18160.0,8,3,45,0,684.37,15.208222222222222,0,3,0,1,0
306,12434.0,57,3,40,0,542.59,13.56475,0,3,0,1,0
307,16357.0,21,3,20,0,347.39,17.3695,0,3,0,1,0
308,17744.0,58,3,78,0,1584.3799999999999,20.3125641025641,0,3,0,1,0
309,17516.0,25,3,149,0,644.68,4.326711409395973,0,3,0,1,0
310,17671.0,11,3,69,0,1512.81,21.92478260869565,0,3,0,1,0
311,12947.0,28,3,88,0,1174.51,13.346704545454545,0,3,0,1,0
312,15048.0,28,3,84,0,355.15,4.22797619047619,0,3,0,1,0
313,15018.0,56,3,23,0,362.64,15.76695652173913,0,3,0,1,0
314,18043.0,14,3,165,0,768.27,4.656181818181818,0,3,0,1,0
315,12942.0,5,3,40,0,655.27,16.38175,0,3,0,1,0
316,17214.0,56,3,68,0,613.67,9.02455882352941,0,3,0,1,0
317,15780.0,50,3,25,0,402.76,16.1104,0,3,0,1,0
318,12383.0,46,3,95,0,1739.86,18.31431578947368,0,3,0,1,0
319,17634.0,20,3,172,0,1814.67,10.550406976744187,0,3,0,1,0
320,17114.0,16,3,72,0,430.19,5.974861111111111,0,3,0,1,0
321,14976.0,3,3,47,0,425.26,9.04808510638298,0,3,0,1,0
322,16730.0,42,3,39,0,440.62,11.297948717948717,0,3,0,1,0
323,16882.0,47,3,15,0,215.70000000000002,14.38,0,3,0,1,0
324,16949.0,26,3,22,0,505.75,22.988636363636363,0,3,0,1,0
325,18125.0,9,3,173,0,943.49,5.453699421965318,0,3,0,1,0
326,13606.0,51,3,40,0,250.42,6.2604999999999995,0,3,0,1,0
327,12464.0,8,3,15,0,544.8499999999999,36.32333333333333,0,3,0,1,0
328,13725.0,33,3,92,0,1714.0,18.630434782608695,0,3,0,1,0
329,13475.0,25,3,79,0,1278.48,16.183291139240506,0,3,0,1,0
330,12372.0,20,3,39,0,914.9200000000001,23.45948717948718,0,3,0,1,0
331,14959.0,23,3,45,0,422.38,9.386222222222223,0,3,0,1,0
332,12654.0,5,3,22,0,337.75,15.352272727272727,0,3,0,1,0
333,13951.0,44,3,32,0,516.05,16.1265625,0,3,0,1,0
334,16566.0,0,3,6,0,280.12,46.68666666666667,0,3,0,1,0
335,13301.0,30,3,41,0,327.77,7.994390243902439,0,3,0,1,0
336,14289.0,7,3,34,0,594.22,17.47705882352941,0,3,0,1,0
337,13636.0,56,3,36,0,533.95,14.831944444444446,0,3,0,1,0
338,15656.0,28,3,19,0,306.86,16.150526315789474,0,3,0,1,0
339,12679.0,13,3,47,0,869.13,18.492127659574468,0,3,0,1,0
340,15104.0,4,3,69,0,1027.44,14.890434782608697,0,3,0,1,0
341,16449.0,5,3,40,0,707.69,17.69225,0,3,0,1,0
342,14504.0,50,3,96,0,542.71,5.653229166666667,0,3,0,1,0
343,16621.0,23,3,17,0,490.7,28.86470588235294,0,3,0,1,0
344,14336.0,6,3,59,0,1114.39,18.887966101694918,0,3,0,1,0
345,16801.0,0,3,117,0,726.98,6.213504273504274,0,3,0,1,0
346,14352.0,42,3,38,0,845.32,22.245263157894737,0,3,0,1,0
347,13956.0,50,3,57,0,293.67,5.152105263157895,0,3,0,1,0
348,15106.0,19,3,53,0,778.45,14.687735849056605,0,3,0,1,0
349,15433.0,21,3,41,0,533.3,13.00731707317073,0,3,0,1,0
350,16023.0,0,3,65,0,500.69,7.702923076923077,0,3,0,1,0
351,12878.0,44,3,47,0,854.99,18.191276595744682,0,3,0,1,0
352,13592.0,13,3,13,0,205.51,15.808461538461538,0,3,0,1,0
353,14245.0,5,3,110,0,1681.6,15.287272727272727,0,3,0,1,0
354,15132.0,7,3,25,0,489.87,19.5948,0,3,0,1,0
355,15449.0,50,3,24,0,344.27,14.344583333333333,0,3,0,1,0
356,12669.0,56,3,71,0,1136.3,16.004225352112677,0,3,0,1,0
357,15624.0,14,3,18,0,311.4,17.299999999999997,0,3,0,1,0
358,17874.0,32,3,41,0,535.5,13.060975609756097,0,3,0,1,0
359,17398.0,18,3,31,0,528.45,17.046774193548387,0,3,0,1,0
360,13720.0,46,3,26,0,432.1,16.61923076923077,0,3,0,1,0
361,16398.0,33,3,64,0,1150.05,17.96953125,0,3,0,1,0
362,15756.0,21,3,87,0,249.12,2.863448275862069,0,3,0,1,0
363,16696.0,11,3,9,0,558.9000000000001,62.10000000000001,0,3,0,1,0
364,15145.0,34,3,41,0,724.03,17.659268292682928,0,3,0,1,0
365,13525.0,56,3,2,0,282.88,141.44,0,3,0,1,0
366,16031.0,55,3,39,0,305.63,7.836666666666667,0,3,0,1,0
